OBJECTID_12 *,OID,Shape *,OID,RASTERVALU,距离,Shape_Length,Shape_Area,LID,mesli,AVERAGE,S,Z-Score
154,180,面,5933,2.616444,0,12000,9000000,154,2.616444,2.162318219,0.662851466,0.685109417
155,419,面,5942,0.915434,0,12000,9000000,155,0.915434,2.162318219,0.662851466,-1.88109144
156,181,面,6074,0.831315,0,12000,9000000,156,0.831315,2.162318219,0.662851466,-2.007996191
157,37,面,6148,2.749856,0,12000,9000000,157,2.749856,2.162318219,0.662851466,0.886379244
158,109,面,6172,2.683956,0,12000,9000000,158,2.683956,2.162318219,0.662851466,0.786960289
159,86,面,6213,2.578465,0,12000,9000000,159,2.578465,2.162318219,0.662851466,0.627813021
160,140,面,6224,2.009527,0,12000,9000000,160,2.009527,2.162318219,0.662851466,-0.230505968
161,461,面,6232,2.483425,0,12000,9000000,161,2.483425,2.162318219,0.662851466,0.484432483
162,270,面,6243,2.241044,0,12000,9000000,162,2.241044,2.162318219,0.662851466,0.11876836
163,129,面,6248,2.454504,0,12000,9000000,163,2.454504,2.162318219,0.662851466,0.44080129
164,468,面,6286,2.409113,0,12000,9000000,164,2.409113,2.162318219,0.662851466,0.372322902
165,79,面,6302,2.384148,0,12000,9000000,165,2.384148,2.162318219,0.662851466,0.334659864
166,296,面,6322,2.081077,0,12000,9000000,166,2.081077,2.162318219,0.662851466,-0.122563233
167,319,面,6467,2.754543,0,12000,9000000,167,2.754543,2.162318219,0.662851466,0.89345021
168,450,面,6474,2.517611,0,12000,9000000,168,2.517611,2.162318219,0.662851466,0.536006632
169,464,面,6474,2.517611,1500,8606.992347,2743800.788,169,2.517611,2.162318219,0.662851466,0.536006632
170,6,面,6584,2.364807,0,12000,9000000,170,2.364807,2.162318219,0.662851466,0.305481381
171,434,面,6591,2.68074,0,12000,9000000,171,2.68074,2.162318219,0.662851466,0.782108524
172,465,面,6735,2.422917,0,12000,9000000,172,2.422917,2.162318219,0.662851466,0.393148081
173,331,面,6798,2.657886,0,12000,9000000,173,2.657886,2.162318219,0.662851466,0.747630211
174,311,面,6800,2.493423,0,12000,9000000,174,2.493423,2.162318219,0.662851466,0.499515802
175,39,面,6817,2.301279,0,12000,9000000,175,2.301279,2.162318219,0.662851466,0.209640905
176,11,面,6840,2.440284,0,12000,9000000,176,2.440284,2.162318219,0.662851466,0.41934852
177,238,面,6896,2.325516,0,12000,9000000,177,2.325516,2.162318219,0.662851466,0.246205658
178,167,面,6903,2.086606,0,12000,9000000,178,2.086606,2.162318219,0.662851466,-0.114221998
179,420,面,6918,2.419729,0,12000,9000000,179,2.419729,2.162318219,0.662851466,0.388338557
180,486,面,6944,2.321787,0,12000,9000000,180,2.321787,2.162318219,0.662851466,0.240579964
181,346,面,6994,1.873729,0,12000,9000000,181,1.873729,2.162318219,0.662851466,-0.435375395
182,141,面,7010,2.629306,0,12000,9000000,182,2.629306,2.162318219,0.662851466,0.704513463
183,137,面,7071,2.296304,0,12000,9000000,183,2.296304,2.162318219,0.662851466,0.202135453
184,87,面,7073,2.500947,0,12000,9000000,184,2.500947,2.162318219,0.662851466,0.510866761
185,364,面,7076,2.447789,0,12000,9000000,185,2.447789,2.162318219,0.662851466,0.430670816
186,19,面,7092,2.273544,0,12000,9000000,186,2.273544,2.162318219,0.662851466,0.167798952
187,241,面,7097,2.289903,0,12000,9000000,187,2.289903,2.162318219,0.662851466,0.192478689
188,340,面,7107,2.46132,0,12000,9000000,188,2.46132,2.162318219,0.662851466,0.451084137
189,454,面,7137,2.700976,0,12000,9000000,189,2.700976,2.162318219,0.662851466,0.812637234
190,474,面,7144,3.30108,0,12000,9000000,190,3.30108,2.162318219,0.662851466,1.717974298
191,178,面,7185,2.408479,0,12000,9000000,191,2.408479,2.162318219,0.662851466,0.371366428
192,435,面,7215,2.263943,0,12000,9000000,192,2.263943,2.162318219,0.662851466,0.153314561
193,12,面,7303,2.44475,0,12000,9000000,193,2.44475,2.162318219,0.662851466,0.426086078
194,139,面,7322,1.989337,0,12000,9000000,194,1.989337,2.162318219,0.662851466,-0.26096528
195,306,面,7328,2.257037,0,12000,9000000,195,2.257037,2.162318219,0.662851466,0.142895937
196,460,面,7347,2.04301,0,12000,9000000,196,2.04301,2.162318219,0.662851466,-0.179992388
197,223,面,7406,2.185448,0,12000,9000000,197,2.185448,2.162318219,0.662851466,0.034894366
198,146,面,7418,2.419573,0,12000,9000000,198,2.419573,2.162318219,0.662851466,0.38810321
199,458,面,7438,2.458492,0,12000,9000000,199,2.458492,2.162318219,0.662851466,0.446817721
200,470,面,7477,2.324888,0,12000,9000000,200,2.324888,2.162318219,0.662851466,0.245258236
201,448,面,7480,2.426179,0,12000,9000000,201,2.426179,2.162318219,0.662851466,0.398069243
