LID,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,ERI,AVERAGE,S,Z-score
67,1800000,7200000,0,0,0,0,0.2,0.8,0,0,0,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.008753973,0.018349227,0.00692192,-1.386212868
68,7570000,0,0,1060000,370000,0,0.841111111,0,0,0.117777778,0.041111111,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.024560746,0.018349227,0.00692192,0.897369426
69,7440000,0,0,420000,1140000,0,0.826666667,0,0,0.046666667,0.126666667,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022300682,0.018349227,0.00692192,0.570861154
70,7970000,0,0,0,1030000,0,0.885555556,0,0,0,0.114444444,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021806842,0.018349227,0.00692192,0.499516783
71,8030000,0,0,500000,470000,0,0.892222222,0,0,0.055555556,0.052222222,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.02350569,0.018349227,0.00692192,0.744946967
72,8120000,0,0,0,880000,0,0.902222222,0,0,0,0.097777778,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022048018,0.018349227,0.00692192,0.534359141
73,7890000,0,0,0,1110000,0,0.876666667,0,0,0,0.123333333,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021678214,0.018349227,0.00692192,0.480934076
74,7590000,0,0,390000,1020000,0,0.843333333,0,0,0.043333333,0.113333333,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022445716,0.018349227,0.00692192,0.591814012
75,7590000,0,0,260000,1150000,0,0.843333333,0,0,0.028888889,0.127777778,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022029098,0.018349227,0.00692192,0.531625795
76,8050000,0,0,0,950000,0,0.894444444,0,0,0,0.105555556,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021935469,0.018349227,0.00692192,0.518099345
77,8150000,0,0,0,850000,0,0.905555556,0,0,0,0.094444444,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022096254,0.018349227,0.00692192,0.541327728
78,3590000,2780000,910000,240000,1480000,0,0.398888889,0.308888889,0.101111111,0.026666667,0.164444444,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.014779083,0.018349227,0.00692192,-0.515773689
79,8350000,0,0,0,650000,0,0.927777778,0,0,0,0.072222222,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022417823,0.018349227,0.00692192,0.58778435
80,7470000,0,0,0,1530000,0,0.83,0,0,0,0.17,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.02100292,0.018349227,0.00692192,0.3833753
81,8070000,0,0,0,930000,0,0.896666667,0,0,0,0.103333333,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021967626,0.018349227,0.00692192,0.522745021
82,7840000,0,0,0,1160000,0,0.871111111,0,0,0,0.128888889,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021597822,0.018349227,0.00692192,0.469319957
83,7960000,0,0,0,1040000,0,0.884444444,0,0,0,0.115555556,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021790763,0.018349227,0.00692192,0.497193872
84,70000,5280000,3350000,0,300000,0,0.007777778,0.586666667,0.372222222,0,0.033333333,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.008482502,0.018349227,0.00692192,-1.425431902
85,7710000,0,0,0,1290000,0,0.856666667,0,0,0,0.143333333,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021388803,0.018349227,0.00692192,0.439123275
86,8290000,0,0,0,710000,0,0.921111111,0,0,0,0.078888889,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022321352,0.018349227,0.00692192,0.57384732
87,8250000,0,0,0,750000,0,0.916666667,0,0,0,0.083333333,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022257038,0.018349227,0.00692192,0.564555966
88,7530000,0,0,0,1470000,0,0.836666667,0,0,0,0.163333333,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021099391,0.018349227,0.00692192,0.39731233
