LID,mesli,LER,Amesli,Smesli,Zmesli,ALER,S,Z-score,typemesli,typeLER,type,NUMBER,QUADRANT
8469,1.65892,0.01536,1.950166924,0.682104078,-0.426983115,0.01832996,0.00692192,-1.503249911,LOW,LOW,LOWLOW,4,3
8470,2.01296,0.019813,1.950166924,0.682104078,0.09205791,0.01832996,0.00692192,-1.001641223,HIGH,HIGH,HIGHHIGH,1,1
8471,1.99354,0.019845,1.950166924,0.682104078,0.063587182,0.01832996,0.00692192,-0.009182857,HIGH,HIGH,HIGHHIGH,1,1
8472,1.79963,0.012342,1.950166924,0.682104078,-0.220694948,0.01832996,0.00692192,0.30146623,LOW,LOW,LOWLOW,4,3
8473,2.1886,0.01769,1.950166924,0.682104078,0.349555271,0.01832996,0.00692192,-0.041429837,HIGH,LOW,HIGHLOW,2,4
8474,0.320317,0.02055,1.950166924,0.682104078,-2.389444625,0.01832996,0.00692192,-0.698862063,LOW,HIGH,LOWHIGH,3,2
8475,1.6361,0.015315,1.950166924,0.682104078,-0.46043842,0.01832996,0.00692192,0.179770364,LOW,LOW,LOWLOW,4,3
8476,2.13286,0.023463,1.950166924,0.682104078,0.267837537,0.01832996,0.00692192,-0.023119887,HIGH,HIGH,HIGHHIGH,1,1
8477,2.01812,0.021308,1.950166924,0.682104078,0.099622738,0.01832996,0.00692192,-0.304095414,HIGH,HIGH,HIGHHIGH,1,1
8478,0.373255,0.021517,1.950166924,0.682104078,-2.311834768,0.01832996,0.00692192,-0.15662505,LOW,HIGH,LOWHIGH,3,2
8479,1.98987,0.020794,1.950166924,0.682104078,0.058206771,0.01832996,0.00692192,0.508808136,HIGH,HIGH,HIGHHIGH,1,1
8480,2.23234,0.007944,1.950166924,0.682104078,0.413680383,0.01832996,0.00692192,0.339241589,HIGH,LOW,HIGHLOW,2,4
8481,1.5815,0.011416,1.950166924,0.682104078,-0.540484855,0.01832996,0.00692192,0.548296171,LOW,LOW,LOWLOW,4,3
8482,2.12461,0.018286,1.950166924,0.682104078,0.255742608,0.01832996,0.00692192,0.596159627,HIGH,LOW,HIGHLOW,2,4
8483,1.67438,0.020436,1.950166924,0.682104078,-0.404317952,0.01832996,0.00692192,0.439123275,LOW,HIGH,LOWHIGH,3,2
8484,2.11331,0.018062,1.950166924,0.682104078,0.239176222,0.01832996,0.00692192,0.257423245,HIGH,LOW,HIGHLOW,2,4
8485,1.7638,0.013512,1.950166924,0.682104078,-0.273223588,0.01832996,0.00692192,0.355366307,LOW,LOW,LOWLOW,4,3
8486,0.674354,0.019594,1.950166924,0.682104078,-1.870407998,0.01832996,0.00692192,0.176634384,LOW,HIGH,LOWHIGH,3,2
8487,0.39704,0.018189,1.950166924,0.682104078,-2.276964723,0.01832996,0.00692192,-0.931346128,LOW,LOW,LOWLOW,4,3
8488,1.75337,0.016244,1.950166924,0.682104078,-0.28851451,0.01832996,0.00692192,-1.344809758,LOW,LOW,LOWLOW,4,3
8489,1.65996,0.017265,1.950166924,0.682104078,-0.425458421,0.01832996,0.00692192,0.054509735,LOW,LOW,LOWLOW,4,3
8490,1.9693,0.021871,1.950166924,0.682104078,0.028050083,0.01832996,0.00692192,0.198593466,HIGH,HIGH,HIGHHIGH,1,1
8491,1.9159,0.020697,1.950166924,0.682104078,-0.05023709,0.01832996,0.00692192,0.267471614,LOW,HIGH,LOWHIGH,3,2
8492,1.96546,0.022145,1.950166924,0.682104078,0.022420444,0.01832996,0.00692192,0.640964829,HIGH,HIGH,HIGHHIGH,1,1
8493,2.18591,0.022476,1.950166924,0.682104078,0.345611592,0.01832996,0.00692192,-1.238237442,HIGH,HIGH,HIGHHIGH,1,1
8494,0.453491,0.021389,1.950166924,0.682104078,-2.194204626,0.01832996,0.00692192,-0.369155834,LOW,HIGH,LOWHIGH,3,2
8495,2.18224,0.020131,1.950166924,0.682104078,0.340231181,0.01832996,0.00692192,-0.241453975,HIGH,HIGH,HIGHHIGH,1,1
8496,2.25073,0.020809,1.950166924,0.682104078,0.440641078,0.01832996,0.00692192,0.687779299,HIGH,HIGH,HIGHHIGH,1,1
8497,2.13582,0.019572,1.950166924,0.682104078,0.27217705,0.01832996,0.00692192,-1.042841933,HIGH,HIGH,HIGHHIGH,1,1
8498,0.372687,0.011902,1.950166924,0.682104078,-2.312667486,0.01832996,0.00692192,0.26965829,LOW,LOW,LOWLOW,4,3
8499,0.460656,0.009041,1.950166924,0.682104078,-2.183700364,0.01832996,0.00692192,0.73876819,LOW,LOW,LOWLOW,4,3
8500,0.42796,0.018727,1.950166924,0.682104078,-2.231634398,0.01832996,0.00692192,0.460028604,LOW,HIGH,LOWHIGH,3,2
8501,2.17094,0.019724,1.950166924,0.682104078,0.323664794,0.01832996,0.00692192,0.453060161,HIGH,HIGH,HIGHHIGH,1,1
8502,2.06093,0.020201,1.950166924,0.682104078,0.162384421,0.01832996,0.00692192,0.525067932,HIGH,HIGH,HIGHHIGH,1,1
8503,2.01939,0.022786,1.950166924,0.682104078,0.101484624,0.01832996,0.00692192,0.239359903,HIGH,HIGH,HIGHHIGH,1,1
8504,2.34426,0.009778,1.950166924,0.682104078,0.577760915,0.01832996,0.00692192,0.420540569,HIGH,LOW,HIGHLOW,2,4
8505,1.66942,0.015794,1.950166924,0.682104078,-0.411589569,0.01832996,0.00692192,-1.905652737,LOW,LOW,LOWLOW,4,3
8506,2.19914,0.016678,1.950166924,0.682104078,0.365007459,0.01832996,0.00692192,0.334595913,HIGH,LOW,HIGHLOW,2,4
8507,0.378736,0.02311,1.950166924,0.682104078,-2.303799338,0.01832996,0.00692192,0.439123275,LOW,HIGH,LOWHIGH,3,2
8508,0.348557,0.011131,1.950166924,0.682104078,-2.348043319,0.01832996,0.00692192,0.594752792,LOW,LOW,LOWLOW,4,3
8509,2.01266,0.020216,1.950166924,0.682104078,0.091618095,0.01832996,0.00692192,0.473965633,HIGH,HIGH,HIGHHIGH,1,1
8510,0.836027,0.023463,1.950166924,0.682104078,-1.633386985,0.01832996,0.00692192,0.357808404,LOW,HIGH,LOWHIGH,3,2
8511,2.51985,0.021534,1.950166924,0.682104078,0.835184973,0.01832996,0.00692192,0.536682051,HIGH,HIGH,HIGHHIGH,1,1
8512,0.756566,0.021485,1.950166924,0.682104078,-1.749880937,0.01832996,0.00692192,0.469241077,LOW,HIGH,LOWHIGH,3,2
8513,2.44609,0.021984,1.950166924,0.682104078,0.727048983,0.01832996,0.00692192,0.387282598,HIGH,HIGH,HIGHHIGH,1,1
8514,2.49816,0.020006,1.950166924,0.682104078,0.803386307,0.01832996,0.00692192,0.552562762,HIGH,HIGH,HIGHHIGH,1,1
8515,2.44735,0.02126,1.950166924,0.682104078,0.728896208,0.01832996,0.00692192,0.57384732,HIGH,HIGH,HIGHHIGH,1,1
8516,2.2468,0.005158,1.950166924,0.682104078,0.434879494,0.01832996,0.00692192,0.415894892,HIGH,LOW,HIGHLOW,2,4
8517,0.748953,0.020665,1.950166924,0.682104078,-1.761041991,0.01832996,0.00692192,2.815101038,LOW,HIGH,LOWHIGH,3,2
8518,2.46805,0.021389,1.950166924,0.682104078,0.759243483,0.01832996,0.00692192,0.049870848,HIGH,HIGH,HIGHHIGH,1,1
8519,2.47974,0.022466,1.950166924,0.682104078,0.77638163,0.01832996,0.00692192,0.385698067,HIGH,HIGH,HIGHHIGH,1,1
8520,2.32275,0.02163,1.950166924,0.682104078,0.546226138,0.01832996,0.00692192,-1.026154799,HIGH,HIGH,HIGHHIGH,1,1
8521,2.41023,0.020826,1.950166924,0.682104078,0.67447636,0.01832996,0.00692192,0.391908627,HIGH,HIGH,HIGHHIGH,1,1
8522,2.35831,0.022064,1.950166924,0.682104078,0.598358944,0.01832996,0.00692192,-1.370247355,HIGH,HIGH,HIGHHIGH,1,1
8523,2.42644,0.021597,1.950166924,0.682104078,0.698241062,0.01832996,0.00692192,-0.19551903,HIGH,HIGH,HIGHHIGH,1,1
8524,2.72394,0.02103,1.950166924,0.682104078,1.134391511,0.01832996,0.00692192,0.494871106,HIGH,HIGH,HIGHHIGH,1,1
8525,2.37416,0.022174,1.950166924,0.682104078,0.621595867,0.01832996,0.00692192,-0.096767232,HIGH,HIGH,HIGHHIGH,1,1
8526,2.27393,0.022321,1.950166924,0.682104078,0.474653482,0.01832996,0.00692192,-0.446719723,HIGH,HIGH,HIGHHIGH,1,1
8527,2.58511,0.021228,1.950166924,0.682104078,0.930859522,0.01832996,0.00692192,0.824254447,HIGH,HIGH,HIGHHIGH,1,1
8528,0.604246,0.037835,1.950166924,0.682104078,-1.973189967,0.01832996,0.00692192,0.378729624,LOW,HIGH,LOWHIGH,3,2
8529,1.88489,0.018694,1.950166924,0.682104078,-0.09569936,0.01832996,0.00692192,0.433963146,LOW,HIGH,LOWHIGH,3,2
8530,2.30745,0.021019,1.950166924,0.682104078,0.523795543,0.01832996,0.00692192,0.835553192,HIGH,HIGH,HIGHHIGH,1,1
8531,2.13492,0.011246,1.950166924,0.682104078,0.270857604,0.01832996,0.00692192,-1.353747886,HIGH,LOW,HIGHLOW,2,4
8532,2.62648,0.021062,1.950166924,0.682104078,0.99151009,0.01832996,0.00692192,-0.530495761,HIGH,HIGH,HIGHHIGH,1,1
8533,2.14986,0.008864,1.950166924,0.682104078,0.29276042,0.01832996,0.00692192,0.502992986,HIGH,LOW,HIGHLOW,2,4
8534,2.17744,0.016996,1.950166924,0.682104078,0.333194132,0.01832996,0.00692192,-0.650121393,HIGH,LOW,HIGHLOW,2,4
8535,2.72622,0.021775,1.950166924,0.682104078,1.13773411,0.01832996,0.00692192,-1.917458133,HIGH,HIGH,HIGHHIGH,1,1
8536,0.682092,0.017679,1.950166924,0.682104078,-1.859063689,0.01832996,0.00692192,-1.917458133,LOW,LOW,LOWLOW,4,3
8537,2.48977,0.015257,1.950166924,0.682104078,0.791086131,0.01832996,0.00692192,-1.646080811,HIGH,LOW,HIGHLOW,2,4
8538,2.31371,0.024055,1.950166924,0.682104078,0.532973028,0.01832996,0.00692192,-1.792298199,HIGH,HIGH,HIGHHIGH,1,1
8539,2.29578,0.020971,1.950166924,0.682104078,0.506686717,0.01832996,0.00692192,-1.823014534,HIGH,HIGH,HIGHHIGH,1,1
8540,2.14157,0.021353,1.950166924,0.682104078,0.280606849,0.01832996,0.00692192,-1.017840054,HIGH,HIGH,HIGHHIGH,1,1
8541,2.41401,0.024133,1.950166924,0.682104078,0.680018037,0.01832996,0.00692192,-1.521975497,HIGH,HIGH,HIGHHIGH,1,1
8542,2.22921,0.008979,1.950166924,0.682104078,0.40909164,0.01832996,0.00692192,-1.734473632,HIGH,LOW,HIGHLOW,2,4
8543,0.660712,0.014677,1.950166924,0.682104078,-1.890407879,0.01832996,0.00692192,-0.921786063,LOW,LOW,LOWLOW,4,3
8544,2.30647,0.021831,1.950166924,0.682104078,0.522358812,0.01832996,0.00692192,-1.912429903,HIGH,HIGH,HIGHHIGH,1,1
8545,0.722234,0.013849,1.950166924,0.682104078,-1.800213432,0.01832996,0.00692192,-1.917458133,LOW,LOW,LOWLOW,4,3
8546,2.35039,0.005077,1.950166924,0.682104078,0.586747813,0.01832996,0.00692192,0.468917612,HIGH,LOW,HIGHLOW,2,4
8547,2.2704,0.005077,1.950166924,0.682104078,0.469478319,0.01832996,0.00692192,-1.911555435,HIGH,LOW,HIGHLOW,2,4
8548,2.2878,0.006955,1.950166924,0.682104078,0.494987623,0.01832996,0.00692192,1.480461724,HIGH,LOW,HIGHLOW,2,4
8549,2.19503,0.005943,1.950166924,0.682104078,0.358981985,0.01832996,0.00692192,0.62179269,HIGH,LOW,HIGHLOW,2,4
8550,2.30151,0.00573,1.950166924,0.682104078,0.515087195,0.01832996,0.00692192,-0.808063852,HIGH,LOW,HIGHLOW,2,4
8551,2.53642,0.011304,1.950166924,0.682104078,0.859477453,0.01832996,0.00692192,-1.663640969,HIGH,LOW,HIGHLOW,2,4
8552,2.47564,0.007814,1.950166924,0.682104078,0.770370817,0.01832996,0.00692192,0.477799686,HIGH,LOW,HIGHLOW,2,4
8553,1.87117,0.006343,1.950166924,0.682104078,-0.115813593,0.01832996,0.00692192,-0.185800627,LOW,LOW,LOWLOW,4,3
8554,1.83162,0.011969,1.950166924,0.682104078,-0.173795946,0.01832996,0.00692192,0.719780393,LOW,LOW,LOWLOW,4,3
8555,2.53633,0.005112,1.950166924,0.682104078,0.859345509,0.01832996,0.00692192,0.603263148,HIGH,LOW,HIGHLOW,2,4
8556,2.76178,0.005077,1.950166924,0.682104078,1.189866916,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
8557,2.67063,0.021595,1.950166924,0.682104078,1.056236283,0.01832996,0.00692192,-0.141133538,HIGH,HIGH,HIGHHIGH,1,1
8558,2.66447,0.005118,1.950166924,0.682104078,1.047205403,0.01832996,0.00692192,0.422209181,HIGH,LOW,HIGHLOW,2,4
8559,3.21055,0.028597,1.950166924,0.682104078,1.84778704,0.01832996,0.00692192,0.791340456,HIGH,HIGH,HIGHHIGH,1,1
8560,2.92629,0.022653,1.950166924,0.682104078,1.431047119,0.01832996,0.00692192,0.655166236,HIGH,HIGH,HIGHHIGH,1,1
8561,0.825112,0.012756,1.950166924,0.682104078,-1.649388942,0.01832996,0.00692192,-0.138771621,LOW,LOW,LOWLOW,4,3
8562,2.40961,0.006834,1.950166924,0.682104078,0.673567408,0.01832996,0.00692192,-0.329625037,HIGH,LOW,HIGHLOW,2,4
8563,3.05382,0.021656,1.950166924,0.682104078,1.618012722,0.01832996,0.00692192,0.800335793,HIGH,HIGH,HIGHHIGH,1,1
8564,2.59671,0.017063,1.950166924,0.682104078,0.947865724,0.01832996,0.00692192,0.675941254,HIGH,LOW,HIGHLOW,2,4
8565,3.07108,0.023332,1.950166924,0.682104078,1.643316778,0.01832996,0.00692192,0.534359141,HIGH,HIGH,HIGHHIGH,1,1
8566,2.32519,0.022525,1.950166924,0.682104078,0.549803304,0.01832996,0.00692192,0.515776579,HIGH,HIGH,HIGHHIGH,1,1
8567,2.51002,0.005077,1.950166924,0.682104078,0.820773682,0.01832996,0.00692192,0.589949211,HIGH,LOW,HIGHLOW,2,4
8568,2.30257,0.017372,1.950166924,0.682104078,0.51664121,0.01832996,0.00692192,0.515776579,HIGH,LOW,HIGHLOW,2,4
8569,2.73128,0.021272,1.950166924,0.682104078,1.145152332,0.01832996,0.00692192,0.576106953,HIGH,HIGH,HIGHHIGH,1,1
8570,2.5802,0.023827,1.950166924,0.682104078,0.923661207,0.01832996,0.00692192,0.61098095,HIGH,HIGH,HIGHHIGH,1,1
8571,2.71822,0.022884,1.950166924,0.682104078,1.126005694,0.01832996,0.00692192,0.460028604,HIGH,HIGH,HIGHHIGH,1,1
8572,2.10552,0.017389,1.950166924,0.682104078,0.227755677,0.01832996,0.00692192,0.550619081,HIGH,LOW,HIGHLOW,2,4
8573,2.41535,0.016068,1.950166924,0.682104078,0.681982546,0.01832996,0.00692192,-0.844782134,HIGH,LOW,HIGHLOW,2,4
8574,2.71397,0.023889,1.950166924,0.682104078,1.119774973,0.01832996,0.00692192,0.495116992,HIGH,HIGH,HIGHHIGH,1,1
8575,2.9395,0.023028,1.950166924,0.682104078,1.450413665,0.01832996,0.00692192,0.355501385,HIGH,HIGH,HIGHHIGH,1,1
8576,2.85509,0.022048,1.950166924,0.682104078,1.326664222,0.01832996,0.00692192,0.58778435,HIGH,HIGH,HIGHHIGH,1,1
8577,3.16892,0.021919,1.950166924,0.682104078,1.786755299,0.01832996,0.00692192,0.180989101,HIGH,HIGH,HIGHHIGH,1,1
8578,2.57339,0.022433,1.950166924,0.682104078,0.913677393,0.01832996,0.00692192,0.557377611,HIGH,HIGH,HIGHHIGH,1,1
8579,2.46137,0.021919,1.950166924,0.682104078,0.749450256,0.01832996,0.00692192,0.325304559,HIGH,HIGH,HIGHHIGH,1,1
8580,2.80316,0.022337,1.950166924,0.682104078,1.250532145,0.01832996,0.00692192,0.507797,HIGH,HIGH,HIGHHIGH,1,1
8581,2.74265,0.022578,1.950166924,0.682104078,1.161821343,0.01832996,0.00692192,0.390343743,HIGH,HIGH,HIGHHIGH,1,1
8582,2.90757,0.021534,1.950166924,0.682104078,1.403602627,0.01832996,0.00692192,0.564555966,HIGH,HIGH,HIGHHIGH,1,1
8583,2.74659,0.022161,1.950166924,0.682104078,1.167597587,0.01832996,0.00692192,-0.22055616,HIGH,HIGH,HIGHHIGH,1,1
8584,2.26777,0.012502,1.950166924,0.682104078,0.465622603,0.01832996,0.00692192,0.476971592,HIGH,LOW,HIGHLOW,2,4
8585,2.70107,0.021776,1.950166924,0.682104078,1.100862904,0.01832996,0.00692192,-1.779493514,HIGH,HIGH,HIGHHIGH,1,1
8586,2.3957,0.02081,1.950166924,0.682104078,0.653174626,0.01832996,0.00692192,0.552847076,HIGH,HIGH,HIGHHIGH,1,1
8587,2.59989,0.022418,1.950166924,0.682104078,0.952527769,0.01832996,0.00692192,0.82073187,HIGH,HIGH,HIGHHIGH,1,1
8588,2.64596,0.019602,1.950166924,0.682104078,1.020068782,0.01832996,0.00692192,0.511130902,HIGH,HIGH,HIGHHIGH,1,1
8589,2.6278,0.022207,1.950166924,0.682104078,0.993445279,0.01832996,0.00692192,0.515776579,HIGH,HIGH,HIGHHIGH,1,1
8590,2.6264,0.020601,1.950166924,0.682104078,0.991392806,0.01832996,0.00692192,0.529713608,HIGH,HIGH,HIGHHIGH,1,1
8591,2.40946,0.021864,1.950166924,0.682104078,0.6733475,0.01832996,0.00692192,0.045676491,HIGH,HIGH,HIGHHIGH,1,1
8592,2.3262,0.021051,1.950166924,0.682104078,0.551284017,0.01832996,0.00692192,0.251735372,HIGH,HIGH,HIGHHIGH,1,1
8593,2.14506,0.022257,1.950166924,0.682104078,0.28572337,0.01832996,0.00692192,0.592098326,HIGH,HIGH,HIGHHIGH,1,1
8594,2.66623,0.016823,1.950166924,0.682104078,1.049785654,0.01832996,0.00692192,0.397264945,HIGH,LOW,HIGHLOW,2,4
8595,2.69591,0.021651,1.950166924,0.682104078,1.093298076,0.01832996,0.00692192,-1.296030226,HIGH,HIGH,HIGHHIGH,1,1
8596,2.26198,0.006032,1.950166924,0.682104078,0.457134162,0.01832996,0.00692192,0.297430644,HIGH,LOW,HIGHLOW,2,4
8597,0.75651,0.022176,1.950166924,0.682104078,-1.749963036,0.01832996,0.00692192,0.227745784,LOW,HIGH,LOWHIGH,3,2
8598,2.52705,0.02403,1.950166924,0.682104078,0.845740547,0.01832996,0.00692192,0.518099345,HIGH,HIGH,HIGHHIGH,1,1
8599,2.42298,0.021887,1.950166924,0.682104078,0.693168523,0.01832996,0.00692192,0.453060161,HIGH,HIGH,HIGHHIGH,1,1
8600,2.36486,0.021919,1.950166924,0.682104078,0.607961584,0.01832996,0.00692192,-1.279927323,HIGH,HIGH,HIGHHIGH,1,1
8601,2.41411,0.022016,1.950166924,0.682104078,0.680164642,0.01832996,0.00692192,0.623162686,HIGH,HIGH,HIGHHIGH,1,1
8602,2.59299,0.018665,1.950166924,0.682104078,0.942412011,0.01832996,0.00692192,0.3833753,HIGH,HIGH,HIGHHIGH,1,1
8603,2.33022,0.020092,1.950166924,0.682104078,0.557177546,0.01832996,0.00692192,0.504162459,HIGH,HIGH,HIGHHIGH,1,1
8604,2.33092,0.022448,1.950166924,0.682104078,0.558203782,0.01832996,0.00692192,1.743941237,HIGH,HIGH,HIGHHIGH,1,1
8605,0.788872,0.021099,1.950166924,0.682104078,-1.702518664,0.01832996,0.00692192,2.815101038,LOW,HIGH,LOWHIGH,3,2
8606,0.926525,0.009378,1.950166924,0.682104078,-1.500712217,0.01832996,0.00692192,0.494871106,LOW,LOW,LOWLOW,4,3
8607,2.35828,0.020408,1.950166924,0.682104078,0.598314963,0.01832996,0.00692192,2.794337722,HIGH,HIGH,HIGHHIGH,1,1
8608,2.0026,0.019926,1.950166924,0.682104078,0.076869612,0.01832996,0.00692192,0.248651256,HIGH,HIGH,HIGHHIGH,1,1
8609,2.46254,0.021936,1.950166924,0.682104078,0.751165537,0.01832996,0.00692192,0.613145956,HIGH,HIGH,HIGHHIGH,1,1
8610,2.4327,0.021485,1.950166924,0.682104078,0.707418547,0.01832996,0.00692192,0.457705838,HIGH,HIGH,HIGHHIGH,1,1
8611,2.19813,0.00949,1.950166924,0.682104078,0.363526746,0.01832996,0.00692192,0.516498777,HIGH,LOW,HIGHLOW,2,4
8612,2.71853,0.022663,1.950166924,0.682104078,1.12646017,0.01832996,0.00692192,0.703094271,HIGH,HIGH,HIGHHIGH,1,1
8613,2.43634,0.021003,1.950166924,0.682104078,0.712754976,0.01832996,0.00692192,0.401384033,HIGH,HIGH,HIGHHIGH,1,1
8614,2.26796,0.021839,1.950166924,0.682104078,0.465901152,0.01832996,0.00692192,0.250974022,HIGH,HIGH,HIGHHIGH,1,1
8615,2.04847,0.030421,1.950166924,0.682104078,0.144117414,0.01832996,0.00692192,0.483256987,HIGH,HIGH,HIGHHIGH,1,1
8616,0.608656,0.037835,1.950166924,0.682104078,-1.966724678,0.01832996,0.00692192,0.473965633,LOW,HIGH,LOWHIGH,3,2
8617,2.53363,0.021775,1.950166924,0.682104078,0.855387168,0.01832996,0.00692192,2.270882927,HIGH,HIGH,HIGHHIGH,1,1
8618,0.603194,0.037691,1.950166924,0.682104078,-1.974732254,0.01832996,0.00692192,0.73167117,LOW,HIGH,LOWHIGH,3,2
8619,0.830402,0.02007,1.950166924,0.682104078,-1.641633527,0.01832996,0.00692192,0.541327728,LOW,HIGH,LOWHIGH,3,2
8620,2.4266,0.022593,1.950166924,0.682104078,0.69847563,0.01832996,0.00692192,0.348532798,HIGH,HIGH,HIGHHIGH,1,1
8621,2.45087,0.021517,1.950166924,0.682104078,0.734056711,0.01832996,0.00692192,0.436800365,HIGH,HIGH,HIGHHIGH,1,1
8622,2.25269,0.021924,1.950166924,0.682104078,0.443514539,0.01832996,0.00692192,0.465465824,HIGH,HIGH,HIGHHIGH,1,1
8623,2.55662,0.023216,1.950166924,0.682104078,0.889091702,0.01832996,0.00692192,0.520422255,HIGH,HIGH,HIGHHIGH,1,1
8624,2.36147,0.021128,1.950166924,0.682104078,0.602991668,0.01832996,0.00692192,0.487902663,HIGH,HIGH,HIGHHIGH,1,1
8625,2.27356,0.020086,1.950166924,0.682104078,0.474111043,0.01832996,0.00692192,0.199871724,HIGH,HIGH,HIGHHIGH,1,1
8626,0.676461,0.021694,1.950166924,0.682104078,-1.867319027,0.01832996,0.00692192,-1.24213665,LOW,HIGH,LOWHIGH,3,2
8627,2.43561,0.02163,1.950166924,0.682104078,0.711684758,0.01832996,0.00692192,-0.852016255,HIGH,HIGH,HIGHHIGH,1,1
8628,0.602218,0.034068,1.950166924,0.682104078,-1.97616312,0.01832996,0.00692192,-1.486176613,LOW,HIGH,LOWHIGH,3,2
8629,2.46074,0.023414,1.950166924,0.682104078,0.748526643,0.01832996,0.00692192,-0.937501935,HIGH,HIGH,HIGHHIGH,1,1
8630,2.44046,0.022096,1.950166924,0.682104078,0.71879511,0.01832996,0.00692192,-1.658804016,HIGH,HIGH,HIGHHIGH,1,1
8631,2.34404,0.020762,1.950166924,0.682104078,0.577438383,0.01832996,0.00692192,0.513564475,HIGH,HIGH,HIGHHIGH,1,1
8632,2.35233,0.021373,1.950166924,0.682104078,0.589591954,0.01832996,0.00692192,0.099532217,HIGH,HIGH,HIGHHIGH,1,1
8633,2.30731,0.021571,1.950166924,0.682104078,0.523590296,0.01832996,0.00692192,0.413135109,HIGH,HIGH,HIGHHIGH,1,1
8634,2.41843,0.021951,1.950166924,0.682104078,0.686497986,0.01832996,0.00692192,-0.419723021,HIGH,HIGH,HIGHHIGH,1,1
8635,2.31956,0.021726,1.950166924,0.682104078,0.541549432,0.01832996,0.00692192,1.072069664,HIGH,HIGH,HIGHHIGH,1,1
8636,2.33146,0.019733,1.950166924,0.682104078,0.55899545,0.01832996,0.00692192,1.132387036,HIGH,HIGH,HIGHHIGH,1,1
8637,2.73091,0.009751,1.950166924,0.682104078,1.144609893,0.01832996,0.00692192,0.694334417,HIGH,LOW,HIGHLOW,2,4
8638,3.37973,0.012452,1.950166924,0.682104078,2.095813706,0.01832996,0.00692192,0.754917467,HIGH,LOW,HIGHLOW,2,4
8639,2.70724,0.008062,1.950166924,0.682104078,1.109908444,0.01832996,0.00692192,0.618081726,HIGH,LOW,HIGHLOW,2,4
8640,3.79017,0.01186,1.950166924,0.682104078,2.69754006,0.01832996,0.00692192,0.543366324,HIGH,LOW,HIGHLOW,2,4
8641,2.81864,0.006867,1.950166924,0.682104078,1.273226629,0.01832996,0.00692192,0.704865167,HIGH,LOW,HIGHLOW,2,4
8642,2.6561,0.021904,1.950166924,0.682104078,1.034934548,0.01832996,0.00692192,0.550003067,HIGH,HIGH,HIGHHIGH,1,1
8643,2.65291,0.019038,1.950166924,0.682104078,1.030257843,0.01832996,0.00692192,0.345688934,HIGH,HIGH,HIGHHIGH,1,1
8644,2.79915,0.021209,1.950166924,0.682104078,1.244653277,0.01832996,0.00692192,0.213666597,HIGH,HIGH,HIGHHIGH,1,1
8645,2.84849,0.015444,1.950166924,0.682104078,1.316988279,0.01832996,0.00692192,0.548107928,HIGH,LOW,HIGHLOW,2,4
8646,2.73574,0.02577,1.950166924,0.682104078,1.151690924,0.01832996,0.00692192,0.316013206,HIGH,HIGH,HIGHHIGH,1,1
8647,0.873068,0.026187,1.950166924,0.682104078,-1.579082955,0.01832996,0.00692192,0.68025523,LOW,HIGH,LOWHIGH,3,2
8648,2.84452,0.023155,1.950166924,0.682104078,1.311168053,0.01832996,0.00692192,0.556924268,HIGH,HIGH,HIGHHIGH,1,1
8649,2.71268,0.023575,1.950166924,0.682104078,1.117883766,0.01832996,0.00692192,0.339241589,HIGH,HIGH,HIGHHIGH,1,1
8650,2.28761,0.022627,1.950166924,0.682104078,0.494709073,0.01832996,0.00692192,0.415373794,HIGH,HIGH,HIGHHIGH,1,1
8651,1.08156,0.02211,1.950166924,0.682104078,-1.273422857,0.01832996,0.00692192,0.40892645,LOW,HIGH,LOWHIGH,3,2
8652,3.3232,0.023228,1.950166924,0.682104078,2.01293779,0.01832996,0.00692192,0.990841474,HIGH,HIGH,HIGHHIGH,1,1
8653,2.70164,0.022156,1.950166924,0.682104078,1.101698553,0.01832996,0.00692192,0.859562428,HIGH,HIGH,HIGHHIGH,1,1
8654,2.75193,0.020742,1.950166924,0.682104078,1.175426305,0.01832996,0.00692192,0.445763774,HIGH,HIGH,HIGHHIGH,1,1
8655,1.10786,0.019828,1.950166924,0.682104078,-1.234865691,0.01832996,0.00692192,0.545740954,LOW,HIGH,LOWHIGH,3,2
8656,2.88777,0.022143,1.950166924,0.682104078,1.374574799,0.01832996,0.00692192,0.58253855,HIGH,HIGH,HIGHHIGH,1,1
8657,3.18392,0.020537,1.950166924,0.682104078,1.808746078,0.01832996,0.00692192,0.598182332,HIGH,HIGH,HIGHHIGH,1,1
8658,2.43925,0.023058,1.950166924,0.682104078,0.717021187,0.01832996,0.00692192,0.334595913,HIGH,HIGH,HIGHHIGH,1,1
8659,2.74605,0.022204,1.950166924,0.682104078,1.166805919,0.01832996,0.00692192,0.598608804,HIGH,HIGH,HIGHHIGH,1,1
8660,2.59558,0.020697,1.950166924,0.682104078,0.946209086,0.01832996,0.00692192,0.665433908,HIGH,HIGH,HIGHHIGH,1,1
8661,2.45307,0.021224,1.950166924,0.682104078,0.737282025,0.01832996,0.00692192,0.190580515,HIGH,HIGH,HIGHHIGH,1,1
8662,2.56593,0.02118,1.950166924,0.682104078,0.902740646,0.01832996,0.00692192,0.73876819,HIGH,HIGH,HIGHHIGH,1,1
8663,2.6111,0.025208,1.950166924,0.682104078,0.968962211,0.01832996,0.00692192,0.513453813,HIGH,HIGH,HIGHHIGH,1,1
