LID,mesli,LER,Amesli,Smesli,Zmesli,ALER,S,Z-score,typemesli,typeLER,type,NUMBER,QUADRANT
3542,0.710151,0.021871,1.950166924,0.682104078,-1.817927738,0.01832996,0.00692192,-0.550349503,LOW,HIGH,LOWHIGH,3,2
3543,2.43365,0.022096,1.950166924,0.682104078,0.708811297,0.01832996,0.00692192,0.307650497,HIGH,HIGH,HIGHHIGH,1,1
3544,0.603633,0.022359,1.950166924,0.682104078,-1.974088657,0.01832996,0.00692192,-1.917458133,LOW,HIGH,LOWHIGH,3,2
3545,2.28617,0.021646,1.950166924,0.682104078,0.492597958,0.01832996,0.00692192,-1.035150281,HIGH,HIGH,HIGHHIGH,1,1
3546,1.94244,0.01454,1.950166924,0.682104078,-0.011328072,0.01832996,0.00692192,-1.911555435,LOW,LOW,LOWLOW,4,3
3547,2.45408,0.020479,1.950166924,0.682104078,0.738762738,0.01832996,0.00692192,-1.772739607,HIGH,HIGH,HIGHHIGH,1,1
3548,2.35648,0.005077,1.950166924,0.682104078,0.595676069,0.01832996,0.00692192,-1.683448624,HIGH,LOW,HIGHLOW,2,4
3549,2.24741,0.011184,1.950166924,0.682104078,0.435773785,0.01832996,0.00692192,-1.914506784,HIGH,LOW,HIGHLOW,2,4
3550,2.28441,0.005118,1.950166924,0.682104078,0.490017707,0.01832996,0.00692192,-0.961904125,HIGH,LOW,HIGHLOW,2,4
3551,2.17725,0.006078,1.950166924,0.682104078,0.332915582,0.01832996,0.00692192,-0.493584324,HIGH,LOW,HIGHLOW,2,4
3552,2.81946,0.006697,1.950166924,0.682104078,1.274428791,0.01832996,0.00692192,-1.06089704,HIGH,LOW,HIGHLOW,2,4
3553,2.25877,0.005097,1.950166924,0.682104078,0.452428135,0.01832996,0.00692192,-1.787598202,HIGH,LOW,HIGHLOW,2,4
3554,2.17216,0.011691,1.950166924,0.682104078,0.325453378,0.01832996,0.00692192,-1.775792662,HIGH,LOW,HIGHLOW,2,4
3555,2.16476,0.014933,1.950166924,0.682104078,0.314604593,0.01832996,0.00692192,-1.444728862,HIGH,LOW,HIGHLOW,2,4
3556,2.1701,0.011006,1.950166924,0.682104078,0.322433311,0.01832996,0.00692192,-1.751762189,HIGH,LOW,HIGHLOW,2,4
3557,2.26438,0.005976,1.950166924,0.682104078,0.460652687,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
3558,2.18297,0.006057,1.950166924,0.682104078,0.341301399,0.01832996,0.00692192,-0.114324645,HIGH,LOW,HIGHLOW,2,4
3559,2.75113,0.008349,1.950166924,0.682104078,1.174253463,0.01832996,0.00692192,-1.037386655,HIGH,LOW,HIGHLOW,2,4
3560,0,0.006224,1.950166924,0.682104078,-2.859045981,0.01832996,0.00692192,-1.905141174,LOW,LOW,LOWLOW,4,3
3561,2.57096,0.005077,1.950166924,0.682104078,0.910114887,0.01832996,0.00692192,0.053465516,HIGH,LOW,HIGHLOW,2,4
3562,2.8027,0.017558,1.950166924,0.682104078,1.249857761,0.01832996,0.00692192,-1.353747886,HIGH,LOW,HIGHLOW,2,4
3563,2.5878,0.011168,1.950166924,0.682104078,0.934803201,0.01832996,0.00692192,0.536682051,HIGH,LOW,HIGHLOW,2,4
3564,2.5106,0.005162,1.950166924,0.682104078,0.821623993,0.01832996,0.00692192,0.628528683,HIGH,LOW,HIGHLOW,2,4
3565,2.74113,0.018719,1.950166924,0.682104078,1.159592944,0.01832996,0.00692192,0.457705838,HIGH,HIGH,HIGHHIGH,1,1
3566,2.40195,0.008979,1.950166924,0.682104078,0.66233745,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
3567,2.96861,0.022064,1.950166924,0.682104078,1.493090437,0.01832996,0.00692192,0.485058655,HIGH,HIGH,HIGHHIGH,1,1
3568,2.59535,0.0227,1.950166924,0.682104078,0.945871894,0.01832996,0.00692192,-1.917458133,HIGH,HIGH,HIGHHIGH,1,1
3569,2.36931,0.021517,1.950166924,0.682104078,0.614485515,0.01832996,0.00692192,-0.36233605,HIGH,HIGH,HIGHHIGH,1,1
3570,2.64708,0.005077,1.950166924,0.682104078,1.02171076,0.01832996,0.00692192,0.319674763,HIGH,LOW,HIGHLOW,2,4
3571,2.55411,0.021707,1.950166924,0.682104078,0.885411912,0.01832996,0.00692192,0.390343743,HIGH,HIGH,HIGHHIGH,1,1
3572,2.38987,0.005077,1.950166924,0.682104078,0.644627543,0.01832996,0.00692192,0.598593056,HIGH,LOW,HIGHLOW,2,4
3573,2.34579,0.015841,1.950166924,0.682104078,0.580003974,0.01832996,0.00692192,0.956531049,HIGH,LOW,HIGHLOW,2,4
3574,2.35033,0.020562,1.950166924,0.682104078,0.58665985,0.01832996,0.00692192,0.740348821,HIGH,HIGH,HIGHHIGH,1,1
3575,2.30816,0.021051,1.950166924,0.682104078,0.52483644,0.01832996,0.00692192,0.781184025,HIGH,HIGH,HIGHHIGH,1,1
3576,2.13742,0.022493,1.950166924,0.682104078,0.274522734,0.01832996,0.00692192,0.429831922,HIGH,HIGH,HIGHHIGH,1,1
3577,2.46018,0.02497,1.950166924,0.682104078,0.747705654,0.01832996,0.00692192,0.665891874,HIGH,HIGH,HIGHHIGH,1,1
3578,2.70839,0.023474,1.950166924,0.682104078,1.111594404,0.01832996,0.00692192,0.010283275,HIGH,HIGH,HIGHHIGH,1,1
3579,0.722664,0.023756,1.950166924,0.682104078,-1.79958303,0.01832996,0.00692192,-0.088159071,LOW,HIGH,LOWHIGH,3,2
3580,0.892363,0.021324,1.950166924,0.682104078,-1.550795483,0.01832996,0.00692192,-0.948442975,LOW,HIGH,LOWHIGH,3,2
3581,2.43151,0.022958,1.950166924,0.682104078,0.705673945,0.01832996,0.00692192,-1.817111836,HIGH,HIGH,HIGHHIGH,1,1
3582,2.62985,0.01842,1.950166924,0.682104078,0.996450685,0.01832996,0.00692192,0.186883708,HIGH,HIGH,HIGHHIGH,1,1
3583,2.4784,0.017739,1.950166924,0.682104078,0.77441712,0.01832996,0.00692192,0.534359141,HIGH,LOW,HIGHLOW,2,4
3584,0.944234,0.011784,1.950166924,0.682104078,-1.474749904,0.01832996,0.00692192,0.40892645,LOW,LOW,LOWLOW,4,3
3585,2.55689,0.005771,1.950166924,0.682104078,0.889487536,0.01832996,0.00692192,0.518099345,HIGH,LOW,HIGHLOW,2,4
3586,0.969192,0.019643,1.950166924,0.682104078,-1.43816018,0.01832996,0.00692192,0.490130658,LOW,HIGH,LOWHIGH,3,2
3587,2.56843,0.022048,1.950166924,0.682104078,0.906405776,0.01832996,0.00692192,0.527390698,HIGH,HIGH,HIGHHIGH,1,1
3588,2.11892,0.02118,1.950166924,0.682104078,0.247400773,0.01832996,0.00692192,0.40892645,HIGH,HIGH,HIGHHIGH,1,1
3589,2.42983,0.021936,1.950166924,0.682104078,0.703210978,0.01832996,0.00692192,0.469319957,HIGH,HIGH,HIGHHIGH,1,1
3590,2.36645,0.021742,1.950166924,0.682104078,0.610292607,0.01832996,0.00692192,0.200687538,HIGH,HIGH,HIGHHIGH,1,1
3591,2.45372,0.022,1.950166924,0.682104078,0.738234959,0.01832996,0.00692192,0.606019465,HIGH,HIGH,HIGHHIGH,1,1
3592,2.34555,0.02118,1.950166924,0.682104078,0.579652122,0.01832996,0.00692192,0.518099345,HIGH,HIGH,HIGHHIGH,1,1
3593,2.39108,0.021598,1.950166924,0.682104078,0.646401466,0.01832996,0.00692192,-0.359194869,HIGH,HIGH,HIGHHIGH,1,1
3594,2.38988,0.019738,1.950166924,0.682104078,0.644642204,0.01832996,0.00692192,-0.750738135,HIGH,HIGH,HIGHHIGH,1,1
3595,2.54793,0.022544,1.950166924,0.682104078,0.876351711,0.01832996,0.00692192,0.552415259,HIGH,HIGH,HIGHHIGH,1,1
3596,2.45113,0.021936,1.950166924,0.682104078,0.734437884,0.01832996,0.00692192,0.39498942,HIGH,HIGH,HIGHHIGH,1,1
3597,1.87231,0.015863,1.950166924,0.682104078,-0.114142293,0.01832996,0.00692192,-0.155521165,LOW,LOW,LOWLOW,4,3
3598,0.738421,0.013153,1.950166924,0.682104078,-1.776482449,0.01832996,0.00692192,0.260265376,LOW,LOW,LOWLOW,4,3
